account_id,trade_count,reward_count,log_trade,log_reward,residual,upper_bound,lower_bound,user_type
A_06d5bd3da9,338,1.0,5.82600010738045,0.6931471805599453,-0.30450043531604354,2.5427256469213813,-0.5474304151694034,Normal
A_0ad0445c5a,408,1.0,6.013715156042802,0.6931471805599453,-0.33882905120149853,2.5770542628068362,-0.5131017992839484,Normal
A_0bfb0b4311,4238,1.0,8.352082671352637,0.6931471805599453,-0.7664608303482322,3.00468604195357,-0.08547002013721472,Normal
A_0e72128b0d,364,2.0,5.8998973535824915,1.0986122886681098,0.08745062478190646,2.5562396949315955,-0.5339163671591889,Normal
A_1a7c006b71,356,2.0,5.877735781779639,1.0986122886681098,0.0915034489494908,2.552186870764011,-0.5379691913267732,Normal
A_1b6957bd93,567,2.0,6.342121418721152,1.0986122886681098,0.006578365601685565,2.637111954111816,-0.453044107978968,Normal
A_1f97e16953,199,0.0,5.298317366548036,0.0,-0.9011469983255903,2.4462250293709826,-0.6439310327198019,Normal
A_26ffea8fd9,1036,8.0,6.9440872082295275,2.1972245773362196,0.9951054346165336,2.747197173765078,-0.3429588883257062,Normal
A_27fd29fd55,275,1.0,5.62040086571715,0.6931471805599453,-0.2669012260693965,2.505126437674734,-0.5850296244160504,Normal
A_2ba62f7b20,1084,3.0,6.98933526597456,1.3862943611198906,0.17590042527647332,2.7554719668888095,-0.33468409520197495,Normal
A_2db64f326b,614,19.0,6.421622267806518,2.995732273553991,1.8891595368428062,2.6516507677565766,-0.4385052943342076,Reward Hunter
A_33849d660b,584,3.0,6.371611847231857,1.3862943611198906,0.2888673403777309,2.642505051787552,-0.4476510103032325,Normal
A_359a23d0bd,156,3.0,5.056245805348308,1.3862943611198906,0.529416491457316,2.401955900707967,-0.6882001613828176,Normal
A_3943c4c480,3702,1.0,8.216898580913613,0.6931471805599453,-0.7417388767937615,2.979964088399099,-0.11019197369168543,Normal
A_3b4f58349f,176,2.0,5.176149732573829,1.0986122886681098,0.2198068437247367,2.4238834759887653,-0.6662725861020191,Normal
A_3cab2969e5,869,0.0,6.76849321164863,0.0,-1.1700071788501292,2.7150852098955216,-0.37507085219526304,Normal
A_3cfd9478f0,317,0.0,5.762051382780177,0.0,-0.9859529157503946,2.531030946795787,-0.5591251152949976,Normal
A_4081f88bb0,1279,3.0,7.154615356913663,1.3862943611198906,0.14567462933846498,2.7856977628268176,-0.3044582992639666,Normal
A_40cfe40ac2,891,1.0,6.79346613258001,0.6931471805599453,-0.48142695131978985,2.7196521629251276,-0.37050389916565707,Normal
A_48fbd03d61,170,4.0,5.14166355650266,1.6094379124341003,0.7369391685258411,2.4175767749536514,-0.672579287137133,Normal
A_4943ad62b4,1010,5.0,6.918695219020472,1.791759469228055,0.5942839171545999,2.7425535831188474,-0.3476024789719372,Normal
A_507a86d368,1145,1.0,7.044032897274685,0.6931471805599453,-0.5272496505661176,2.7654748621714553,-0.3246811999193293,Normal
A_522c68dd44,1339,1.0,7.200424892944957,0.6931471805599453,-0.5558500253638855,2.794075236969223,-0.2960808251215614,Normal
A_55021b4ae2,38,5.0,3.6635616461296463,1.791759469228055,1.1895703945888911,2.147267105684556,-0.9428889564062284,Normal
A_59b90616d6,1524,5.0,7.329749689041512,1.791759469228055,0.5191118352682227,2.8177256650052245,-0.27243039708555994,Normal
A_5cd5d675fd,684,2.0,6.529418838262226,1.0986122886681098,-0.027673875854606234,2.671364195568108,-0.4187918665226762,Normal
A_60a63690ae,1504,0.0,7.316548177182976,0.0,-1.270233391559298,2.8153114226046903,-0.27484463948609417,Normal
A_64a414bc30,857,1.0,6.754604099487962,0.6931471805599453,-0.47432001015523595,2.7125452217605734,-0.377610840330211,Normal
A_68f6513965,688,3.0,6.535241271013659,1.3862943611198906,0.2589434121866163,2.6724289799786662,-0.41772708211211795,Normal
A_6960c2ee08,784,1.0,6.665683717782408,0.6931471805599453,-0.45805858812375744,2.6962837997290947,-0.3938722623616895,Normal
A_6b3a8b213d,37,0.0,3.6375861597263857,0.0,-0.5974387762399165,2.1425168072853085,-0.9476392548054757,Normal
A_7620582c70,162,1.0,5.093750200806762,0.6931471805599453,-0.17058935064779568,2.4088145622531334,-0.6813414998376512,Normal
A_78e950c1a2,674,3.0,6.51471269087253,1.3862943611198906,0.26269760103487516,2.6686747911304076,-0.4214812709603768,Normal
A_7ba723a337,114,0.0,4.74493212836325,0.0,-0.7999460055778171,2.3450240366232094,-0.7451320254675751,Normal
A_7e27164ab6,1236,16.0,7.1204443723924875,2.833213344056216,1.5988426722751172,2.779448702826491,-0.31070735926429327,Reward Hunter
A_8413984c30,228,0.0,5.43372200355424,0.0,-0.9259092845994861,2.4709873156448783,-0.6191687464459061,Normal
A_853f70d58b,288,4.0,5.666426688112432,1.6094379124341003,0.640972478032724,2.5135434654467685,-0.5766125966440159,Normal
A_8860be39b3,239,1.0,5.480638923341991,0.6931471805599453,-0.24134209232177717,2.479567303927115,-0.6105887581636698,Normal
A_89cf7b96c2,768,3.0,6.645090969505644,1.3862943611198906,0.23885451610962982,2.692517876055653,-0.39763818603513146,Normal
A_9366ce5043,750,0.0,6.621405651764134,0.0,-1.1431083639666937,2.688186395012086,-0.4019696670786985,Normal
A_946b028740,129,0.0,4.867534450455582,0.0,-0.8223670530738169,2.367445084119209,-0.7227109779715754,Normal
A_94cf7bdada,78,0.0,4.3694478524670215,0.0,-0.7312788658353067,2.276356896880699,-0.8137991652100856,Normal
A_9788666227,1500,1.0,7.313886831633462,0.6931471805599453,-0.576599514222729,2.8148247258280668,-0.2753313362627179,Normal
A_9a5e1e7fac,2034,0.0,7.618251097876695,0.0,-1.3254076769978838,2.870485708043276,-0.21967035404750845,Normal
A_ace0a74506,1068,4.0,6.974478911025045,1.6094379124341003,0.4017608504170176,2.7527550930624747,-0.3374009690283095,Normal
A_ae270b7bf6,1661,6.0,7.415776975415394,1.9459101490553132,0.6575301713615005,2.833458008739205,-0.25669805335157947,Normal
A_b2bc71e131,418,3.0,6.037870919922137,1.3862943611198906,0.3499006149101245,2.5814717772551585,-0.5086842848356261,Normal
A_c462ca9c6b,1862,4.0,7.529943370601589,1.6094379124341003,0.3001796175499407,2.8543363259295518,-0.23581973616123264,Normal
A_c668740478,1109,2.0,7.01211529430638,1.0986122886681098,-0.1159475723264094,2.7596378920399114,-0.33051817005087303,Normal
A_c91db6cabf,46,5.0,3.8501476017100584,1.791759469228055,1.1554482629623437,2.1813892373111035,-0.908766824779681,Normal
A_cab220ef3c,2183,8.0,7.688913336864796,2.1972245773362196,0.8588944581733926,2.8834081502082194,-0.20674791188256525,Normal
A_cf3fcea289,706,1.0,6.561030665896573,0.6931471805599453,-0.43892003506138944,2.677145246666727,-0.4130108154240575,Normal
A_d444580218,440,10.0,6.089044875446846,2.3978952727983707,1.352143027762509,2.590830276081254,-0.4993257860095306,Normal
A_dae7cf0dd9,194,0.0,5.272999558563747,0.0,-0.8965169736602919,2.4415950047056842,-0.6485610573851003,Normal
A_dcd87c6c96,242,4.0,5.493061443340548,1.6094379124341003,0.672676856227606,2.4818390872518865,-0.6083169748388979,Normal
A_e27beda014,752,3.0,6.6240652277998935,1.3862943611198906,0.24269962397853506,2.6886727681867475,-0.4014832939040367,Normal
A_e7205c325a,231,4.0,5.44673737166631,1.6094379124341003,0.6811484266961816,2.473367516783311,-0.6167885453074735,Normal
A_e8e9d04acc,1062,2.0,6.968850378341948,1.0986122886681098,-0.10803544864723125,2.7517257683607332,-0.3384302937300512,Normal
A_e95b2c5030,70,0.0,4.2626798770413155,0.0,-0.7117535435802463,2.2568315746256387,-0.8333244874651459,Normal
A_ebdb869fd3,1169,3.0,7.064759027791802,1.3862943611198906,0.16210721388233829,2.7692651782829447,-0.3208908838078399,Normal
A_ef035876f1,581,0.0,6.366470447731438,0.0,-1.0964867811086232,2.6415648121540154,-0.448591249936769,Normal
A_f2ab53d645,2924,7.0,7.981049759665957,2.0794415416798357,0.6876866219165481,2.9368329508086797,-0.15332311128210452,Normal
A_f96ede8d34,802,22.0,6.688354713946762,3.1354942159291497,1.9801424614834497,2.7004297854910924,-0.3897262765996923,Reward Hunter
